COD-FAMILIAR-FAM;RENDA-MEDIA;LOCALIDADE;UNIDADE_DE_ATENDMENTO;COD-AGUA-CANALIZADA-FAM;COD-ABASTE-AGUA-DOMIC-FAM;COD-BANHEIRO-DOMIC-FAM;COD-ESCOA-SANITARIO-DOMIC-FAM;COD-DESTINO-LIXO-DOMIC-FAM;COD-ILUMINACAO-DOMIC-FAM;COD-CALCAMENTO-DOMIC-FAM
379;1212;ANTONIO JUSTA;ANTONIO JUSTA;2;1;1;3;1;3;1
380;0;ANTONIO JUSTA;ANTONIO JUSTA;2;4;2;;1;3;3
381;64;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
382;33;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
383;115;HORTO;INDIGENA;1;1;1;3;1;1;3
384;366;HORTO;INDIGENA;1;1;1;3;1;1;1
385;238;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
386;303;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
387;420;TIMBO;TIMBO;1;1;1;1;1;1;1
388;300;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
389;25;HORTO;JEREISSATI;1;1;1;1;1;1;1
390;550;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
391;1045;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
392;55;HORTO;JEREISSATI;1;1;1;3;2;1;1
393;50;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;3
394;550;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
395;348;HORTO;JEREISSATI;2;4;1;3;1;1;1
396;0;TIMBO;TIMBO;1;2;1;1;1;1;1
397;343;HORTO;INDIGENA;1;1;1;3;1;2;1
398;25;JARI;PARQUE SAO JOAO;1;1;1;2;1;3;1
399;120;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;3
400;550;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
401;166;PARQUE TIJUCA;MUCUNA;1;1;1;3;1;1;2
402;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
403;606;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
404;80;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
405;41;PAJUCARA;JARDIM BANDEIRANTES;1;4;1;1;1;3;2
406;606;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
407;25;OLHO DAGUA;INDIGENA;1;4;1;3;1;3;1
408;16;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
409;550;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
410;83;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
411;239;PIRATININGA;PIRATININGA;1;1;1;3;1;1;1
412;75;OLHO DAGUA;INDIGENA;1;1;1;3;1;1;1
413;220;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
414;937;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
415;0;SANTO ANTONIO;INDIGENA;1;2;1;3;1;1;1
416;499;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
417;160;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
418;998;JACANAU;MUCUNA;1;1;1;3;1;1;1
419;80;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
420;192;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
421;499;JACANAU;MUCUNA;1;1;1;3;1;1;1
422;140;PIRATININGA;PIRATININGA;2;1;1;2;1;1;1
423;177;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;2;1;1;1
424;100;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
425;100;COQUEIRAL;PIRATININGA;1;1;1;2;1;1;1
426;954;JACANAU;MUCUNA;1;1;1;3;1;1;1
427;329;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
428;499;OLHO DAGUA;JEREISSATI;1;1;1;3;2;3;3
429;477;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
430;60;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
431;1212;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
432;550;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
433;1212;ANTONIO JUSTA;ANTONIO JUSTA;1;4;1;3;1;1;3
434;522;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
435;87;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
436;175;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
437;0;JARDIM MARAVILHA;ACARACUZINHO;1;1;1;3;1;1;1
438;477;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
439;998;MUCUNA;MUCUNA;1;1;1;3;1;6;1
440;725;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
441;1100;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
442;0;PIRATININGA;PIRATININGA;1;1;1;1;1;6;1
443;200;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
444;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
445;100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
446;733;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
447;50;PIRATININGA;PIRATININGA;1;1;1;3;1;1;1
448;150;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
449;347;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
450;433;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
451;112;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
452;1045;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
453;33;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;3;1
454;110;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
455;2;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
456;275;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
457;151;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
458;965;TIMBO;TIMBO;1;1;1;1;1;1;1
459;476;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
460;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
461;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
462;1212;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
463;90;VILA BURITI;ACARACUZINHO;1;1;1;1;1;1;1
464;0;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
465;277;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
466;37;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
467;437;JARDIM MARAVILHA;ACARACUZINHO;1;1;1;3;1;1;1
468;275;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
469;336;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
470;8;JARI;PARQUE SAO JOAO;1;1;1;1;1;1;2
471;206;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
472;300;HORTO;JEREISSATI;1;1;1;3;1;1;3
473;468;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
474;954;TIMBO;TIMBO;1;1;1;1;1;1;1
475;1000;HORTO;JEREISSATI;1;1;1;3;1;1;3
476;404;ANTONIO JUSTA;ANTONIO JUSTA;2;4;1;3;3;1;1
477;100;HORTO;JEREISSATI;1;1;1;3;1;1;1
478;554;TIMBO;TIMBO;1;1;1;1;1;1;1
479;400;NOVO ORIENTE;ACARACUZINHO;1;1;1;3;1;1;1
480;0;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
481;606;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
482;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
483;33;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;3
484;100;HORTO;JEREISSATI;1;1;1;1;1;1;1
485;1100;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;1
486;16;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
487;1100;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
488;602;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
489;750;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
490;100;TIMBO;TIMBO;1;1;1;1;1;1;1
491;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
492;550;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
493;40;TIMBO;TIMBO;1;1;1;1;1;1;1
494;275;TIMBO;TIMBO;1;1;1;1;1;1;1
495;0;TIMBO;TIMBO;1;1;1;1;1;1;1
496;275;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
497;998;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
498;116;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;3;1
499;550;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
500;75;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
501;1100;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
502;550;HORTO;INDIGENA;1;1;1;3;1;1;1
503;1100;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
504;0;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
505;93;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
506;550;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
507;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
508;1100;LUZARDO VIANA;MUCUNA;1;1;1;3;1;2;2
509;300;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
510;25;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
511;584;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
512;8;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
513;492;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
514;26;PIRATININGA;PIRATININGA;1;1;1;3;1;1;1
515;550;PIRATININGA;PIRATININGA;2;4;1;3;1;1;1
516;177;JACANAU;MUCUNA;1;1;1;3;1;1;1
517;33;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
518;566;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
519;738;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
520;850;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
521;67;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
522;80;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
523;220;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
524;0;TIMBO;TIMBO;1;1;1;1;1;1;1
525;477;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
526;80;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
527;954;CENTRO;JEREISSATI;1;1;1;1;1;1;1
528;100;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
529;0;TIMBO;TIMBO;1;1;1;1;1;1;1
530;0;TIMBO;TIMBO;1;1;1;1;1;1;1
531;735;CIDADE NOVA;PAJUCARA;1;1;1;3;1;1;1
532;295;ESPLANADA DO MONDUBIM;PAJUCARA;1;1;1;3;1;1;1
533;996;TIMBO;TIMBO;1;1;1;1;1;1;1
534;733;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;2;1;2
535;53;JEREISSATI II;JEREISSATI;1;1;1;1;1;3;1
536;40;JARI;PARQUE SAO JOAO;1;1;1;2;1;1;3
537;13;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
538;106;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
539;601;TIMBO;TIMBO;1;1;1;1;1;1;1
540;16;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
541;550;TIMBO;TIMBO;1;1;1;1;1;6;1
542;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
543;45;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
544;275;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
545;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
546;954;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
547;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
548;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
549;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
550;0;TIMBO;TIMBO;1;1;1;1;1;1;1
551;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;3;2
552;150;TIMBO;TIMBO;1;1;1;1;1;1;1
553;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
554;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
555;366;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
556;244;TIMBO;TIMBO;1;1;1;1;1;1;1
557;1212;TIMBO;TIMBO;1;1;1;1;1;1;1
558;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
559;110;TIMBO;TIMBO;1;1;1;1;1;1;1
560;25;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
561;112;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
562;478;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
563;640;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
564;200;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
565;344;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
566;220;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
567;238;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
568;928;SANTO ANTONIO;INDIGENA;1;2;1;3;1;1;1
569;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
570;100;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
571;100;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
572;522;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
573;80;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
574;630;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
575;100;COQUEIRAL;PIRATININGA;1;1;1;2;1;1;1
576;27;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
577;954;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
578;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
579;404;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
580;325;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
581;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;2;4;1;3;1;2;1
582;80;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;2;1;1;1
583;83;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
584;80;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
585;522;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
586;379;COQUEIRAL;PIRATININGA;1;1;1;3;1;1;1
587;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
588;67;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;3;1
589;116;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
590;200;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
591;1550;TIMBO;TIMBO;1;1;1;1;1;1;1
592;214;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
593;1212;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
594;213;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
595;150;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
596;0;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
597;702;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
598;66;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
599;275;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
600;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;2;4;1;3;1;3;1
601;87;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;3
602;16;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
603;34;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
604;440;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;4;1;2;1;1;1
605;60;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;2;2
606;468;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
607;404;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
608;1100;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
609;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
610;100;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
611;954;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
612;133;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
613;125;BOA VISTA;JEREISSATI;1;1;1;3;1;1;1
614;478;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
615;119;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
616;102;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
617;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
618;372;BOA ESPERANCA;PAJUCARA;1;1;1;3;1;3;1
619;10;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
620;25;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
621;522;BOA VISTA;JEREISSATI;1;1;1;3;1;1;1
622;550;TIMBO;TIMBO;1;1;1;1;1;1;1
623;325;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
624;400;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
625;100;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
626;275;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
627;1045;PAJUCARA;PAJUCARA;1;1;1;1;2;1;1
628;300;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
629;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
630;312;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
631;75;JEREISSATI II;JEREISSATI;1;1;1;1;1;3;1
632;23;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
633;150;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
634;937;PAJUCARA;JARDIM BANDEIRANTES;1;4;1;2;1;3;1
635;369;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
636;200;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
637;366;CENTRO;JEREISSATI;1;1;1;1;1;1;1
638;954;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
639;202;CENTRO;JEREISSATI;1;1;1;3;1;1;1
640;241;PAJUCARA;JARDIM BANDEIRANTES;1;4;1;3;1;1;1
641;937;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
642;30;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;4;1;3;1;3;1
643;606;CENTRO;JEREISSATI;1;1;1;3;1;1;1
644;0;DI 2000;ACARACUZINHO;1;1;1;3;1;1;2
645;116;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
646;733;TIMBO;TIMBO;1;1;1;1;1;1;1
647;12;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
648;1212;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
649;80;BELA VISTA;JEREISSATI;1;1;1;3;1;1;1
650;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
651;499;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
652;150;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
653;0;CIDADE NOVA;PAJUCARA;2;2;1;3;1;1;3
654;11;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
655;60;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
656;1100;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
657;808;CENTRO;JEREISSATI;1;1;1;1;1;1;1
658;733;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
659;275;CENTRO;JEREISSATI;1;1;1;1;1;1;1
660;348;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
661;50;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;2;3;3
662;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
663;29;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
664;40;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
665;100;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
666;75;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
667;41;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
668;75;JEREISSATI II;JEREISSATI;1;4;1;1;1;1;1
669;50;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
670;937;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
671;0;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
672;50;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
673;0;PAJUCARA;JARDIM BANDEIRANTES;2;4;1;6;1;1;2
674;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;3
675;2200;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
676;75;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
677;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
678;300;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
679;404;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
680;33;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
681;0;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
682;477;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
683;83;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
684;0;JEREISSATI II;JEREISSATI;1;2;1;1;1;3;1
685;0;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
686;0;PARQUE TIJUCA;MUCUNA;1;1;1;1;1;1;2
687;379;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
688;954;BOA ESPERANCA;PAJUCARA;1;1;1;1;1;1;1
689;696;SANTO ANTONIO;INDIGENA;2;2;1;3;1;3;3
690;500;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
691;404;SANTO ANTONIO;INDIGENA;1;2;1;3;1;1;1
692;300;TIMBO;TIMBO;1;1;1;1;1;1;1
693;25;TIMBO;TIMBO;1;1;1;1;1;1;1
694;60;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
695;1324;TIMBO;TIMBO;1;1;1;1;1;1;1
696;56;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
697;1088;TIMBO;TIMBO;1;1;1;1;1;1;1
698;524;TIMBO;TIMBO;1;1;1;1;1;1;1
699;550;SANTO ANTONIO;INDIGENA;1;2;1;3;3;1;3
700;58;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
701;499;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
702;7;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
703;0;PAJUCARA;PAJUCARA;1;4;1;3;1;1;1
704;998;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
705;303;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
706;50;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
707;133;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
708;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
709;8;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
710;1100;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
711;75;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
712;150;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
713;100;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
714;70;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
715;1161;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
716;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
717;33;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
718;366;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
719;366;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
720;366;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
721;275;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
722;461;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
723;0;OLHO DAGUA;INDIGENA;2;1;1;3;1;1;1
724;183;PARQUE TIJUCA -RES AGUAS DE JACANA;ACARACUZINHO;1;1;1;1;1;1;1
725;275;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
726;1128;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
727;1100;TIMBO;TIMBO;1;1;1;1;1;1;1
728;808;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
729;366;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
730;50;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
731;0;ALTO ALEGRE II;ALTO ALEGRE;2;4;1;3;1;6;3
732;0;HORTO;INDIGENA;1;1;1;3;1;1;1
733;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;2;1;1;2
734;0;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
735;0;PIRATININGA;PIRATININGA;2;2;1;3;1;1;1
736;115;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
737;696;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
738;0;TIMBO;TIMBO;1;1;1;1;1;1;1
739;808;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
740;0;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
741;522;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;2
742;228;JEREISSATI II;JEREISSATI;1;2;1;1;1;1;1
743;173;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
744;7;ANTONIO JUSTA;ANTONIO JUSTA;2;4;1;3;1;3;3
745;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
746;40;BOA ESPERANCA;PAJUCARA;1;1;1;3;1;1;1
747;1212;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
748;50;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
749;1212;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
750;80;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
751;624;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
