COD-FAMILIAR-FAM;RENDA-MEDIA;LOCALIDADE;UNIDADE_DE_ATENDMENTO;COD-AGUA-CANALIZADA-FAM;COD-ABASTE-AGUA-DOMIC-FAM;COD-BANHEIRO-DOMIC-FAM;COD-ESCOA-SANITARIO-DOMIC-FAM;COD-DESTINO-LIXO-DOMIC-FAM;COD-ILUMINACAO-DOMIC-FAM;COD-CALCAMENTO-DOMIC-FAM
42004;0;JARDIM MARAVILHA;ACARACUZINHO;1;1;1;3;1;1;1
42005;550;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42006;16;CENTRO;JEREISSATI;2;4;1;1;1;1;1
42007;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42008;37;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
42009;112;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42010;0;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;2
42011;0;PARQUE TIJUCA -RES AGUAS DE JACANA;ACARACUZINHO;1;1;1;1;2;3;1
42012;25;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
42013;550;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42014;9;JARI;PARQUE SAO JOAO;1;4;1;4;4;3;3
42015;533;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;3;2
42016;400;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
42017;564;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42018;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42019;83;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42020;529;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42021;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42022;354;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42023;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42024;1100;JACANAU;MUCUNA;2;4;1;1;1;1;1
42025;683;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42026;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42027;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42028;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42029;0;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42030;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42031;100;ALTO DA MANGUEIRA;ANTONIO JUSTA;2;4;1;3;1;1;1
42032;366;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42033;722;JACANAU;MUCUNA;1;1;1;1;1;1;1
42034;600;LUZARDO VIANA;MUCUNA;1;1;1;1;1;1;1
42035;22;FURNA DA ONCA;ANTONIO JUSTA;1;1;1;2;1;1;1
42036;112;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42037;400;TIMBO;TIMBO;1;1;1;1;1;1;1
42038;75;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;4;1;3;1;3;1
42039;50;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42040;1100;PARQUE TIJUCA;MUCUNA;1;1;1;1;1;1;1
42041;60;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42042;0;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42043;9;NOVO MARACANAU;PIRATININGA;2;4;1;1;1;3;1
42044;1100;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42045;0;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
42046;728;MUCUNA;MUCUNA;1;1;1;2;1;1;1
42047;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42048;0;JARDIM MARAVILHA;ACARACUZINHO;1;1;1;3;1;1;1
42049;0;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42050;0;SANTO SATIRO;ACARACUZINHO;1;1;1;1;1;1;1
42051;150;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42052;200;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42053;81;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42054;705;OLHO DAGUA;INDIGENA;2;2;1;3;1;1;1
42055;1057;OLHO DAGUA;INDIGENA;1;1;1;3;1;1;1
42056;1063;PARQUE TIJUCA;MUCUNA;1;1;1;1;1;1;1
42057;200;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;3
42058;229;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42059;8;JEREISSATI I;JEREISSATI;1;1;1;1;1;3;1
42060;33;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;1
42061;0;PAJUCARA;PAJUCARA;2;2;1;3;1;1;1
42062;308;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42063;118;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42064;333;TIMBO;TIMBO;1;1;1;1;1;1;1
42065;50;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
42066;550;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42067;41;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42068;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42069;387;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42070;292;SANTO ANTONIO;JEREISSATI;1;1;1;3;1;1;1
42071;0;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;2
42072;175;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42073;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42074;1607;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42075;50;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42076;50;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42077;1100;OLHO DAGUA;INDIGENA;1;1;1;3;2;3;3
42078;150;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42079;100;LUZARDO VIANA;MUCUNA;1;1;2;;1;3;1
42080;140;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;3;1
42081;150;JACANAU;MUCUNA;2;2;1;3;3;1;1
42082;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42083;50;PARQUE TIJUCA;MUCUNA;1;4;1;3;1;1;1
42084;534;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42085;1300;JACANAU;MUCUNA;1;1;1;3;1;1;1
42086;0;CAGADO;MUCUNA;1;1;1;3;1;1;1
42087;1500;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42088;0;PARQUE TIJUCA;MUCUNA;;;;;;;
42089;400;TIMBO;TIMBO;1;1;1;1;1;1;1
42090;100;LUZARDO VIANA;MUCUNA;1;1;1;2;1;1;1
42091;100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42092;16;TIMBO;TIMBO;;;;;;;
42093;120;LUZARDO VIANA;MUCUNA;1;1;1;1;1;1;1
42094;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42095;1100;PARQUE TIJUCA;MUCUNA;1;1;1;3;1;1;1
42096;405;LUZARDO VIANA;MUCUNA;1;1;1;2;1;1;1
42097;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42098;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42099;1100;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42100;269;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42101;534;LUZARDO VIANA;MUCUNA;1;1;1;1;1;1;1
42102;225;PAU SERRADO;MUCUNA;1;1;1;3;1;1;1
42103;0;PARQUE TIJUCA;MUCUNA;2;4;2;;1;3;1
42104;75;LUZARDO VIANA;MUCUNA;1;1;1;2;1;1;1
42105;13;LUZARDO VIANA;MUCUNA;1;4;1;3;1;1;1
42106;66;ANTONIO JUSTA;ANTONIO JUSTA;2;4;1;1;1;3;1
42107;165;COQUEIRAL;PIRATININGA;1;1;1;2;1;1;3
42108;366;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42109;389;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42110;166;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
42111;0;ANTONIO JUSTA;ANTONIO JUSTA;1;1;2;;1;3;3
42112;13;PARQUE TIJUCA;MUCUNA;1;1;1;2;1;1;1
42113;793;HORTO;INDIGENA;1;1;1;3;1;1;1
42114;60;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42115;527;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42116;0;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;3
42117;0;PARQUE TIJUCA;MUCUNA;1;2;1;3;1;1;1
42118;550;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
42119;100;LUZARDO VIANA;MUCUNA;1;1;1;2;1;1;1
42120;550;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
42121;406;OLHO DAGUA;INDIGENA;1;1;1;3;1;1;1
42122;0;PAJUCARA;PAJUCARA;2;4;1;1;1;3;1
42123;50;TIMBO;TIMBO;1;1;1;1;1;1;1
42124;700;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42125;66;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;3
42126;150;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42127;100;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;2;1;1;1
42128;825;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42129;0;COQUEIRAL;PIRATININGA;1;1;1;2;1;1;3
42130;300;BOA ESPERANCA;PAJUCARA;1;1;1;3;1;1;1
42131;504;TIMBO;TIMBO;1;1;1;1;1;1;1
42132;14;PARQUE TIJUCA -RES AGUAS DE JACANA;ACARACUZINHO;1;1;1;3;1;1;1
42133;366;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42134;550;OLHO DAGUA;INDIGENA;1;1;1;3;1;2;1
42135;0;TIMBO;TIMBO;1;1;1;1;1;1;1
42136;200;INDUSTRIAL;PAJUCARA;2;2;1;1;1;3;1
42137;220;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42138;83;TIMBO;TIMBO;1;1;1;1;1;1;1
42139;543;OLHO DAGUA;INDIGENA;1;1;1;3;1;2;1
42140;0;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;3
42141;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;2;1;3
42142;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
42143;0;TIMBO;TIMBO;1;1;1;1;1;1;1
42144;500;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;2
42145;1100;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42146;1100;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;3
42147;137;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42148;550;TIMBO;TIMBO;1;1;1;1;1;1;1
42149;8;PAJUCARA;PAJUCARA;1;1;1;1;1;3;1
42150;440;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42151;404;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
42152;550;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42153;12;TIMBO;TIMBO;1;1;1;1;1;1;1
42154;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42155;1100;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;2
42156;0;SIQUEIRA;PARQUE SAO JOAO;1;4;1;2;1;1;2
42157;0;JARI;PARQUE SAO JOAO;1;1;1;3;2;1;3
42158;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;1
42159;0;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;2
42160;29;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42161;536;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42162;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42163;344;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42164;0;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;2
42165;66;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;2
42166;400;FURNA DA ONCA;ANTONIO JUSTA;1;1;1;1;1;1;2
42167;0;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;2;1;3
42168;137;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42169;150;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;2;4;1;3;1;3;1
42170;50;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
42171;0;JEREISSATI II;CENTRO POP;;;;;;;
42172;55;JEREISSATI II;CREAS;1;1;1;1;1;1;1
42173;100;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
42174;1154;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
42175;91;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42176;25;JEREISSATI I;JEREISSATI;1;4;1;1;1;1;1
42177;333;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42178;83;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42179;1100;HORTO;JEREISSATI;1;1;1;1;1;1;1
42180;220;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
42181;1100;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42182;550;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42183;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42184;250;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42185;1100;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
42186;316;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42187;320;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42188;550;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42189;83;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42190;1100;BOA VISTA;JEREISSATI;1;1;1;1;1;1;1
42191;0;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42192;550;HORTO;INDIGENA;1;1;1;3;1;1;1
42193;1100;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42194;0;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42195;150;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
42196;66;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42197;11;BOA VISTA;JEREISSATI;1;1;1;1;1;1;1
42198;37;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42199;83;PARQUE TIJUCA -RES AGUAS DE JACANA;ACARACUZINHO;1;1;1;1;1;3;1
42200;150;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42201;83;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
42202;2;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42203;0;OLHO DAGUA;JEREISSATI;1;1;1;3;1;1;1
42204;200;JACANAU;MUCUNA;1;1;1;3;1;1;1
42205;550;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42206;566;COQUEIRAL;PIRATININGA;1;1;1;2;1;1;1
42207;366;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
42208;56;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42209;533;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;3
42210;505;PAJUCARA;PAJUCARA;1;1;1;1;1;3;1
42211;360;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42212;291;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42213;25;JEREISSATI II;JEREISSATI;;;;;;;
42214;359;OLHO DAGUA;INDIGENA;2;4;1;3;1;1;1
42215;0;MUCUNA;MUCUNA;1;1;1;3;1;3;1
42216;500;OLHO DAGUA;INDIGENA;2;2;1;3;1;2;1
42217;0;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
42218;293;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42219;220;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42220;83;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42221;1200;JEREISSATI II;JEREISSATI;1;1;1;1;1;2;1
42222;66;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;2;1;1
42223;1100;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42224;100;JACANAU;MUCUNA;1;1;1;1;1;1;1
42225;348;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42226;484;NOVO MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42227;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;3;1
42228;550;TIMBO;TIMBO;1;1;1;1;1;1;1
42229;714;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42230;275;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
42231;0;SANTO ANTONIO;INDIGENA;2;3;1;3;2;1;3
42232;100;PIRATININGA;PIRATININGA;1;1;1;2;1;3;1
42233;1100;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42234;100;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
42235;600;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42236;763;SANTO ANTONIO;INDIGENA;1;2;1;3;3;1;3
42237;37;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42238;0;LUZARDO VIANA;MUCUNA;;;;;;;
42239;1100;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42240;0;LUZARDO VIANA;MUCUNA;1;1;1;3;2;1;2
42241;0;PICADA;JEREISSATI;1;1;1;3;2;3;3
42242;0;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42243;0;HORTO;JEREISSATI;2;4;1;1;1;3;1
42244;0;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42245;27;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42246;250;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42247;550;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42248;1250;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
42249;100;PAJUCARA;JARDIM BANDEIRANTES;2;4;1;3;1;1;3
42250;250;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42251;66;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42252;433;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42253;125;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42254;25;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42255;30;JEREISSATI II;JEREISSATI;2;4;1;1;1;1;1
42256;1100;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42257;200;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42258;50;LUZARDO VIANA;MUCUNA;1;1;1;2;1;1;1
42259;300;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42260;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;3;1
42261;58;JEREISSATI I;JEREISSATI;1;1;1;1;1;2;1
42262;50;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42263;50;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42264;40;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42265;25;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42266;0;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
42267;1100;JEREISSATI II;JEREISSATI;1;1;1;1;1;2;1
42268;534;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42269;550;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42270;1100;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42271;50;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42272;0;PARQUE TIJUCA;MUCUNA;1;1;1;2;1;1;1
42273;550;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42274;150;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;2;1;1;2
42275;0;JACANAU;MUCUNA;1;1;1;3;4;1;1
42276;366;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42277;1045;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
42278;576;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;1;2;1;1
42279;320;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42280;366;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42281;266;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42282;387;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
42283;0;JEREISSATI II;CENTRO POP;;;;;;;
42284;224;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
42285;0;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;3
42286;100;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42287;60;JARI;PARQUE SAO JOAO;2;4;1;3;4;3;3
42288;300;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;2;1;1;1
42289;0;CANINDEZINHO;PARQUE SAO JOAO;1;4;1;4;1;1;3
42290;200;JACANAU;MUCUNA;1;1;1;3;1;1;1
42291;0;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;2;1;3
42292;25;SANTO ANTONIO;INDIGENA;2;4;2;;1;3;1
42293;1100;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;1
42294;783;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42295;0;SIQUEIRA;PARQUE SAO JOAO;1;4;1;3;1;2;3
42296;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;2;1;3
42297;33;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;3
42298;481;PAJUCARA;PAJUCARA;1;1;1;1;1;3;1
42299;250;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42300;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
42301;0;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42302;40;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42303;0;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42304;2200;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42305;507;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42306;233;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42307;0;SANTO ANTONIO;INDIGENA;2;2;1;3;3;3;3
42308;122;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42309;95;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42310;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42311;1100;CENTRO;JEREISSATI;1;1;1;3;1;1;1
42312;33;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
42313;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42314;104;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42315;275;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42316;66;PARQUE TIJUCA;MUCUNA;1;1;1;3;1;3;3
42317;0;ALTO ALEGRE I;ACARACUZINHO;2;4;1;3;1;3;3
42318;25;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
42319;150;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42320;50;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;3
42321;1077;VILA BURITI;ACARACUZINHO;1;1;1;1;1;1;2
42322;66;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42323;387;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42324;325;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42325;275;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42326;38;OLHO DAGUA;INDIGENA;1;1;1;3;1;1;1
42327;1270;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42328;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
42329;1100;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42330;0;VILA BURITI;ACARACUZINHO;1;1;1;1;1;1;1
42331;1100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42332;550;TIMBO;TIMBO;1;1;1;1;1;1;1
42333;550;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42334;275;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42335;66;PAU SERRADO;MUCUNA;1;1;1;3;1;1;1
42336;100;FURNA DA ONCA;ANTONIO JUSTA;1;1;1;3;1;3;1
42337;75;CIDADE NOVA;PAJUCARA;1;1;1;3;1;1;1
42338;1200;TIMBO;TIMBO;1;1;1;1;1;1;1
42339;475;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42340;70;HORTO;INDIGENA;1;1;1;3;1;1;1
42341;500;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42342;1312;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42343;166;MUCUNA;MUCUNA;1;1;1;3;1;1;2
42344;50;ALTO ALEGRE I;ACARACUZINHO;2;4;2;;1;5;1
42345;1025;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42346;200;SANTO SATIRO;ACARACUZINHO;1;1;1;1;1;1;1
42347;66;ALTO ALEGRE I;ACARACUZINHO;1;1;1;1;1;1;1
42348;8;ALTO ALEGRE II;ALTO ALEGRE;2;4;2;;1;1;1
42349;1366;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42350;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42351;16;TIMBO;TIMBO;1;1;1;1;1;1;1
42352;150;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42353;0;PAJUCARA;PAJUCARA;1;4;1;3;1;3;1
42354;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42355;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
42356;75;OLHO DAGUA;INDIGENA;2;3;2;;2;3;3
42357;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;3;1
42358;318;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
42359;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;2
42360;133;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;1
42361;1000;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42362;0;JACANAU;MUCUNA;1;1;1;3;1;1;3
42363;300;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42364;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42365;116;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;2;1;1;3
42366;0;ALTO ALEGRE II;ALTO ALEGRE;2;4;1;3;2;3;3
42367;1175;TIMBO;TIMBO;1;1;1;1;1;1;1
42368;976;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42369;1100;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
42370;10;ALTO ALEGRE II;ALTO ALEGRE;2;4;1;3;1;3;3
42371;0;PIRATININGA;PIRATININGA;1;1;1;3;1;1;1
